template,building_type,space_type,lighting_per_area_w_per_m2,occupancy_per_area_people_per_m2,occupancy_schedule,electric_equipment_per_area_w_per_m2,service_water_heating_peak_flow_per_area_gal_per_h_ft2
NECB 2011,Space Function,- undefined -,0,0,,0,0
NECB 2011,Space Function,Atrium - H < 13m,0,0.099996771,NECB-C-Occupancy,2.499976774,0
NECB 2011,Space Function,Atrium - H > 13m,0,0.099996771,NECB-C-Occupancy,2.499976774,0
NECB 2011,Space Function,Audience - auditorium,8.499921034,0.199993542,NECB-C-Occupancy,2.499976774,0.002839298
NECB 2011,Space Function,Audience - motion picture,12.29988573,0.199993542,NECB-C-Occupancy,2.499976774,0.002839298
NECB 2011,Space Function,Audience - performance arts,26.1997566,0.133364907,NECB-C-Occupancy,2.499976774,0.001893375
NECB 2011,Space Function,Automotive - repair,7.19993311,0.050052205,NECB-E-Occupancy,4.999953548,0.002138732
NECB 2011,Space Function,Bank - banking and offices,14.89986158,0.040041764,NECB-A-Occupancy,4.999953548,0.001142515
NECB 2011,Space Function,Classroom/lecture/training,13.29987644,0.133364907,NECB-D-Occupancy,4.999953548,0.004120874
NECB 2011,Space Function,Conf./meet./multi-purpose,13.19987737,0.199993542,NECB-C-Occupancy,0.999990712,0.004286783
NECB 2011,Space Function,Convention centre - audience,8.799918246,0.199993542,NECB-C-Occupancy,2.499976774,0.002839298
NECB 2011,Space Function,Convention centre - exhibit,15.59985507,0.199993542,NECB-C-Occupancy,2.499976774,0.002839298
NECB 2011,Space Function,Corr. < 2.4m wide-sch-A,8.399921959,0.010010441,NECB-A-Occupancy,0,0
NECB 2011,Space Function,Corr. < 2.4m wide-sch-B,8.399921959,0.010010441,NECB-B-Occupancy,0,0
NECB 2011,Space Function,Corr. < 2.4m wide-sch-C,8.399921959,0.010010441,NECB-C-Occupancy,0,0
NECB 2011,Space Function,Corr. < 2.4m wide-sch-D,8.399921959,0.010010441,NECB-D-Occupancy,0,0
NECB 2011,Space Function,Corr. < 2.4m wide-sch-E,8.399921959,0.010010441,NECB-E-Occupancy,0,0
NECB 2011,Space Function,Corr. < 2.4m wide-sch-F,8.399921959,0.010010441,NECB-F-Occupancy,0,0
NECB 2011,Space Function,Corr. < 2.4m wide-sch-G,8.399921959,0.010010441,NECB-G-Occupancy,0,0
NECB 2011,Space Function,Corr. < 2.4m wide-sch-H,8.399921959,0.010010441,NECB-H-Occupancy,0,0
NECB 2011,Space Function,Corr. < 2.4m wide-sch-I,8.399921959,0.010010441,NECB-I-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-A,7.099934035,0.010010441,NECB-A-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-B,7.099934035,0.010010441,NECB-B-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-C,7.099934035,0.010010441,NECB-C-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-D,7.099934035,0.010010441,NECB-D-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-E,7.099934035,0.010010441,NECB-E-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-F,7.099934035,0.010010441,NECB-F-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-G,7.099934035,0.010010441,NECB-G-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-H,7.099934035,0.010010441,NECB-H-Occupancy,0,0
NECB 2011,Space Function,Corr. >= 2.4m wide-sch-I,7.099934035,0.010010441,NECB-I-Occupancy,0,0
NECB 2011,Space Function,Courthouse - cell,14.69986343,0.040041764,NECB-H-Occupancy,2.499976774,0.006180727
NECB 2011,Space Function,Courthouse - chambers,12.59988294,0.050052205,NECB-A-Occupancy,7.499930322,0.002138732
NECB 2011,Space Function,Courthouse - courtroom,18.49982813,0.199993542,NECB-A-Occupancy,2.499976774,0.002839298
NECB 2011,Space Function,Dining - bar lounge/leisure,14.09986901,0.099996771,NECB-B-Occupancy,0.999990712,0.004272865
NECB 2011,Space Function,Dining - family space,9.599910809,0.099996771,NECB-B-Occupancy,0.999990712,0.005692514
NECB 2011,Space Function,Dining - other,6.999934972,0.099996771,NECB-B-Occupancy,0.999990712,0.005692514
NECB 2011,Space Function,Dormitory - living quarters,4.099961911,0.040041764,NECB-G-Occupancy,2.499976774,0.009507954
NECB 2011,Space Function,Dress./fitt. - performance arts,4.299960049,0.033368137,NECB-C-Occupancy,2.499976774,0.000631634
NECB 2011,Space Function,Dwelling Unit(s),4.999953548,0.016684068,NECB-G-Occupancy,4.999953548,0.003961647
NECB 2011,Space Function,Electrical/Mechanical-sch-A,13.29987644,0.004951401,NECB-A-Occupancy,0.999990712,0
NECB 2011,Space Function,Electrical/Mechanical-sch-B,13.29987644,0.004951401,NECB-B-Occupancy,0.999990712,0
NECB 2011,Space Function,Electrical/Mechanical-sch-C,13.29987644,0.004951401,NECB-C-Occupancy,0.999990712,0
NECB 2011,Space Function,Electrical/Mechanical-sch-D,13.29987644,0.004951401,NECB-D-Occupancy,0.999990712,0
NECB 2011,Space Function,Electrical/Mechanical-sch-E,13.29987644,0.004951401,NECB-E-Occupancy,0.999990712,0
NECB 2011,Space Function,Electrical/Mechanical-sch-F,13.29987644,0.004951401,NECB-F-Occupancy,0.999990712,0
NECB 2011,Space Function,Electrical/Mechanical-sch-G,13.29987644,0.004951401,NECB-G-Occupancy,0.999990712,0
NECB 2011,Space Function,Electrical/Mechanical-sch-H,13.29987644,0.004951401,NECB-H-Occupancy,0.999990712,0
NECB 2011,Space Function,Electrical/Mechanical-sch-I,13.29987644,0.004951401,NECB-I-Occupancy,0.999990712,0
NECB 2011,Space Function,Fire station - engine room,5.99994426,0.040041764,NECB-H-Occupancy,2.499976774,0.006180727
NECB 2011,Space Function,Fire station - quarters,3.399968411,0.040041764,NECB-G-Occupancy,2.499976774,0.009507954
NECB 2011,Space Function,Food preparation,10.6999006,0.050052205,NECB-B-Occupancy,9.999907096,0.002849321
NECB 2011,Space Function,Food preparation - vented,10.6999006,0.050052205,NECB-B-Occupancy,9.999907096,0.002849321
NECB 2011,Space Function,Gym - audience,4.599957261,0.199993542,NECB-B-Occupancy,0,0.002839298
NECB 2011,Space Function,Gym - fitness,9.799908958,0.199993542,NECB-B-Occupancy,0.999990712,0.00854573
NECB 2011,Space Function,Gym - play,12.89988016,0.199993542,NECB-B-Occupancy,1.499986062,0.00854573
NECB 2011,Space Function,Hospital - emergency,24.29977425,0.050052205,NECB-H-Occupancy,9.999907096,0.004277465
NECB 2011,Space Function,Hospital - exam,17.89983371,0.050052205,NECB-C-Occupancy,9.999907096,0.002138732
NECB 2011,Space Function,Hospital - laundry/washing,7.999925683,0.050052205,NECB-C-Occupancy,19.99981419,0.001428144
NECB 2011,Space Function,Hospital - lounge/recreation,11.49989316,0.099996771,NECB-B-Occupancy,0.999990712,0.002853216
NECB 2011,Space Function,Hospital - medical supply,13.69987272,0.050052205,NECB-H-Occupancy,0.999990712,0
NECB 2011,Space Function,Hospital - nursery,9.499911746,0.050052205,NECB-H-Occupancy,9.999907096,0.002138732
NECB 2011,Space Function,Hospital - nurses' station,9.399912671,0.050052205,NECB-H-Occupancy,2.499976774,0.001072849
NECB 2011,Space Function,Hospital - operating room,20.2998114,0.050052205,NECB-H-Occupancy,9.999907096,0.007133752
NECB 2011,Space Function,Hospital - patient room,6.699937759,0.050052205,NECB-H-Occupancy,9.999907096,0.002138732
NECB 2011,Space Function,Hospital - pharmacy,12.29988573,0.050052205,NECB-C-Occupancy,2.499976774,0.001072849
NECB 2011,Space Function,Hospital - physical therapy,9.799908958,0.050052205,NECB-C-Occupancy,9.999907096,0.001072849
NECB 2011,Space Function,Hospital - radiology/imaging,14.19986808,0.050052205,NECB-H-Occupancy,9.999907096,0.002138732
NECB 2011,Space Function,Hospital - recovery,12.39988481,0.050052205,NECB-H-Occupancy,9.999907096,0.004277465
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-A,11.69989131,0.010010441,NECB-A-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-B,11.69989131,0.010010441,NECB-B-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-C,11.69989131,0.010010441,NECB-C-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-D,11.69989131,0.010010441,NECB-D-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-E,11.69989131,0.010010441,NECB-E-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-F,11.69989131,0.010010441,NECB-F-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-G,11.69989131,0.010010441,NECB-G-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-H,11.69989131,0.010010441,NECB-H-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-I,11.69989131,0.010010441,NECB-I-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-A,9.599910809,0.010010441,NECB-A-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-B,9.599910809,0.010010441,NECB-B-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-C,9.599910809,0.010010441,NECB-C-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-D,9.599910809,0.010010441,NECB-D-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-E,9.599910809,0.010010441,NECB-E-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-F,9.599910809,0.010010441,NECB-F-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-G,9.599910809,0.010010441,NECB-G-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-H,9.599910809,0.010010441,NECB-H-Occupancy,0,0
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-I,9.599910809,0.010010441,NECB-I-Occupancy,0,0
NECB 2011,Space Function,Hotel/Motel - dining,8.799918246,0.099996771,NECB-B-Occupancy,0.999990712,0.005455906
NECB 2011,Space Function,Hotel/Motel - lobby,11.39989409,0.099996771,NECB-H-Occupancy,2.499976774,0.001419649
NECB 2011,Space Function,Hotel/Motel - rooms,11.89988945,0.040041764,NECB-F-Occupancy,2.499976774,0.01140843
NECB 2011,Space Function,Hway lodging - dining,9.499911746,0.099996771,NECB-B-Occupancy,0.999990712,0.005455906
NECB 2011,Space Function,Hway lodging - rooms,8.099924747,0.040041764,NECB-F-Occupancy,2.499976774,0.01140843
NECB 2011,Space Function,Lab - classrooms,17.19984021,0.050052205,NECB-D-Occupancy,9.999907096,0.004277465
NECB 2011,Space Function,Lab - research,23.59978075,0.050052205,NECB-A-Occupancy,9.999907096,0.004277465
NECB 2011,Space Function,Library - cataloging,7.799927535,0.050052205,NECB-C-Occupancy,2.499976774,0.002138732
NECB 2011,Space Function,Library - reading,9.999907096,0.050052205,NECB-C-Occupancy,0.999990712,0.002138732
NECB 2011,Space Function,Library - stacks,22.89978725,0.050052205,NECB-C-Occupancy,0,0.002138732
NECB 2011,Space Function,Lobby - elevator,6.899935897,0.099996771,NECB-C-Occupancy,0.999990712,0
NECB 2011,Space Function,Lobby - motion picture,5.599947973,0.099996771,NECB-C-Occupancy,0.999990712,0
NECB 2011,Space Function,Lobby - other,9.699909884,0.099996771,NECB-C-Occupancy,0.999990712,0
NECB 2011,Space Function,Lobby - performance arts,21.49980027,0.099996771,NECB-C-Occupancy,0.999990712,0
NECB 2011,Space Function,Locker room,9.799908958,0.099996771,NECB-*-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-A,9.799908958,0.099996771,NECB-A-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-B,9.799908958,0.099996771,NECB-B-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-C,9.799908958,0.099996771,NECB-C-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-D,9.799908958,0.099996771,NECB-D-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-E,9.799908958,0.099996771,NECB-E-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-F,9.799908958,0.099996771,NECB-F-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-G,9.799908958,0.099996771,NECB-G-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-H,9.799908958,0.099996771,NECB-H-Occupancy,2.499976774,0
NECB 2011,Space Function,Locker room-sch-I,9.799908958,0.099996771,NECB-I-Occupancy,2.499976774,0
NECB 2011,Space Function,Lounge/recreation,9.399912671,0.099996771,NECB-B-Occupancy,0.999990712,0.002853216
NECB 2011,Space Function,Mfg - 7.5 <= bay H <= 15m,13.19987737,0.033368137,NECB-A-Occupancy,9.999907096,0.001425822
NECB 2011,Space Function,Mfg - bay H < 7.5m,12.79988108,0.033368137,NECB-A-Occupancy,9.999907096,0.001425822
NECB 2011,Space Function,Mfg - bay H > 15m,11.29989502,0.033368137,NECB-A-Occupancy,9.999907096,0.001425822
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-A,5.499948899,0.010010441,NECB-A-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-B,5.499948899,0.010010441,NECB-B-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-C,5.499948899,0.010010441,NECB-C-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-D,5.499948899,0.010010441,NECB-D-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-E,5.499948899,0.010010441,NECB-E-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-F,5.499948899,0.010010441,NECB-F-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-G,5.499948899,0.010010441,NECB-G-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-H,5.499948899,0.010010441,NECB-H-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-I,5.499948899,0.010010441,NECB-I-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-A,4.399959123,0.010010441,NECB-A-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-B,4.399959123,0.010010441,NECB-B-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-C,4.399959123,0.010010441,NECB-C-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-D,4.399959123,0.010010441,NECB-D-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-E,4.399959123,0.010010441,NECB-E-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-F,4.399959123,0.010010441,NECB-F-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-G,4.399959123,0.010010441,NECB-G-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-H,4.399959123,0.010010441,NECB-H-Occupancy,0,0
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-I,4.399959123,0.010010441,NECB-I-Occupancy,0,0
NECB 2011,Space Function,Mfg - detailed,13.89987087,0.033368137,NECB-A-Occupancy,0,0.001425822
NECB 2011,Space Function,Mfg - equipment,13.29987644,0.033368137,NECB-A-Occupancy,9.999907096,0.001425822
NECB 2011,Space Function,Museum - exhibition,11.29989502,0.199993542,NECB-C-Occupancy,2.499976774,0.005706432
NECB 2011,Space Function,Museum - restoration,10.99989781,0.050052205,NECB-A-Occupancy,4.999953548,0.001191281
NECB 2011,Space Function,Office - enclosed,11.89988945,0.050052205,NECB-A-Occupancy,7.499930322,0.002138732
NECB 2011,Space Function,Office - open plan,10.99989781,0.050052205,NECB-A-Occupancy,7.499930322,0.002138732
NECB 2011,Space Function,Parking garage space,1.999981424,0.000968752,NECB-H-Occupancy,0,0
NECB 2011,Space Function,Penitentiary - audience,4.599957261,0.199993542,NECB-C-Occupancy,2.499976774,0.002839298
NECB 2011,Space Function,Penitentiary - classroom,14.39986622,0.133364907,NECB-D-Occupancy,4.999953548,0.004120874
NECB 2011,Space Function,Penitentiary - dining,11.49989316,0.099996771,NECB-B-Occupancy,0.999990712,0.005692514
NECB 2011,Space Function,Post office sorting,10.09990617,0.050052205,NECB-A-Occupancy,7.499930322,0.002138732
NECB 2011,Space Function,Religious - audience,18.19983092,0.199993542,NECB-I-Occupancy,0.999990712,0.001419649
NECB 2011,Space Function,Religious - fellowship hall,6.899935897,0.199993542,NECB-C-Occupancy,0.999990712,0.004286783
NECB 2011,Space Function,Religious - pulpit/choir,18.19983092,0.199993542,NECB-I-Occupancy,0.999990712,0.001419649
NECB 2011,Space Function,Retail - dressing/fitting,9.399912671,0.033368137,NECB-C-Occupancy,2.499976774,0.000631634
NECB 2011,Space Function,Retail - mall concourse,11.79989037,0.050052205,NECB-C-Occupancy,0.999990712,0.000710589
NECB 2011,Space Function,Retail - sales,18.09983184,0.033368137,NECB-C-Occupancy,2.499976774,0.000631634
NECB 2011,Space Function,Sales area,18.09983184,0.033368137,NECB-C-Occupancy,2.499976774,0.000631634
NECB 2011,Space Function,Sports arena - audience,4.599957261,0.199993542,NECB-B-Occupancy,0,0.002839298
NECB 2011,Space Function,Sports arena - court c1,32.399699,0.199993542,NECB-B-Occupancy,1.499986062,0.00854573
NECB 2011,Space Function,Sports arena - court c2,20.69980769,0.199993542,NECB-B-Occupancy,1.499986062,0.00854573
NECB 2011,Space Function,Sports arena - court c3,12.89988016,0.199993542,NECB-B-Occupancy,1.499986062,0.00854573
NECB 2011,Space Function,Sports arena - court c4,7.799927535,0.199993542,NECB-B-Occupancy,1.499986062,0.00854573
NECB 2011,Space Function,Sports arena - ring,28.79973244,0.199993542,NECB-B-Occupancy,1.499986062,0.00854573
NECB 2011,Space Function,Stairway-sch-A,7.399931248,0.004951401,NECB-A-Occupancy,0,0
NECB 2011,Space Function,Stairway-sch-B,7.399931248,0.004951401,NECB-B-Occupancy,0,0
NECB 2011,Space Function,Stairway-sch-C,7.399931248,0.004951401,NECB-C-Occupancy,0,0
NECB 2011,Space Function,Stairway-sch-D,7.399931248,0.004951401,NECB-D-Occupancy,0,0
NECB 2011,Space Function,Stairway-sch-E,7.399931248,0.004951401,NECB-E-Occupancy,0,0
NECB 2011,Space Function,Stairway-sch-F,7.399931248,0.004951401,NECB-F-Occupancy,0,0
NECB 2011,Space Function,Stairway-sch-G,7.399931248,0.004951401,NECB-G-Occupancy,0,0
NECB 2011,Space Function,Stairway-sch-H,7.399931248,0.004951401,NECB-H-Occupancy,0,0
NECB 2011,Space Function,Stairway-sch-I,7.399931248,0.004951401,NECB-I-Occupancy,0,0
NECB 2011,Space Function,Storage area,6.799936823,0.010010441,NECB-E-Occupancy,0.999990712,0.00142675
NECB 2011,Space Function,Storage area - refrigerated,6.799936823,0.010010441,NECB-E-Occupancy,0.999990712,0.00142675
NECB 2011,Space Function,Transp. baggage,8.199923821,0.050052205,NECB-H-Occupancy,2.499976774,0.001546575
NECB 2011,Space Function,Transp. concourse,3.899963773,0.050052205,NECB-H-Occupancy,0,0.003089824
NECB 2011,Space Function,Transp. counter,11.59989223,0.099996771,NECB-H-Occupancy,2.499976774,0.003089824
NECB 2011,Space Function,Transp. seating,5.799946122,0.099996771,NECB-H-Occupancy,0,0.001546575
NECB 2011,Space Function,Warehouse - fine,10.19990524,0.020020882,NECB-A-Occupancy,0.999990712,0.00061863
NECB 2011,Space Function,Warehouse - fine - refrigerated,10.19990524,0.020020882,NECB-A-Occupancy,0.999990712,0.00061863
NECB 2011,Space Function,Warehouse - med/blk,6.399940547,0.010010441,NECB-A-Occupancy,0.999990712,0.000309315
NECB 2011,Space Function,Warehouse - med/blk - refrigerated,6.399940547,0.010010441,NECB-A-Occupancy,0.999990712,0.000309315
NECB 2011,Space Function,Warehouse - med/blk2,10.19990524,0.010010441,NECB-A-Occupancy,0.999990712,0.000309315
NECB 2011,Space Function,Warehouse - med/blk2 - refrigerated,10.19990524,0.010010441,NECB-A-Occupancy,0.999990712,0.000309315
NECB 2011,Space Function,Washroom-sch-A,10.49990246,0.033368137,NECB-A-Occupancy,0.999990712,0
NECB 2011,Space Function,Washroom-sch-B,10.49990246,0.033368137,NECB-B-Occupancy,0.999990712,0
NECB 2011,Space Function,Washroom-sch-C,10.49990246,0.033368137,NECB-C-Occupancy,0.999990712,0
NECB 2011,Space Function,Washroom-sch-D,10.49990246,0.033368137,NECB-D-Occupancy,0.999990712,0
NECB 2011,Space Function,Washroom-sch-E,10.49990246,0.033368137,NECB-E-Occupancy,0.999990712,0
NECB 2011,Space Function,Washroom-sch-F,10.49990246,0.033368137,NECB-F-Occupancy,0.999990712,0
NECB 2011,Space Function,Washroom-sch-G,10.49990246,0.033368137,NECB-G-Occupancy,0.999990712,0
NECB 2011,Space Function,Washroom-sch-H,10.49990246,0.033368137,NECB-H-Occupancy,0.999990712,0
NECB 2011,Space Function,Washroom-sch-I,10.49990246,0.033368137,NECB-I-Occupancy,0.999990712,0
NECB 2011,Convention centre,WholeBuilding,11.59989223,0.124969054,NECB-C-Occupancy,2.499976774,0.001781
NECB 2011,Courthouse,WholeBuilding,11.29989502,0.066628634,NECB-A-Occupancy,4.999953548,0.0019
NECB 2011,Motion picture theatre,WholeBuilding,8.899917321,0.124969054,NECB-C-Occupancy,0.999990712,0.001781
NECB 2011,Performing arts theatre,WholeBuilding,14.99986064,0.124969054,NECB-C-Occupancy,0.999990712,0.001781
NECB 2011,Police station,WholeBuilding,10.29990431,0.040041764,NECB-H-Occupancy,7.499930322,0.00171
NECB 2011,Religious,WholeBuilding,11.29989502,0.199993542,NECB-I-Occupancy,0.999990712,0.001425
NECB 2011,School/university,WholeBuilding,10.6999006,0.124969054,NECB-D-Occupancy,4.999953548,0.003562
NECB 2011,Town hall,WholeBuilding,9.899908022,0.040041764,NECB-D-Occupancy,7.499930322,0.00171
NECB 2011,Automotive facility,WholeBuilding,8.799918246,0.050052205,NECB-E-Occupancy,4.999953548,0.002137
NECB 2011,Fire station,WholeBuilding,7.599929396,0.040041764,NECB-F-Occupancy,2.499976774,0.007599
NECB 2011,Parking garage,WholeBuilding,2.699974912,0.000968752,NECB-H-Occupancy,0,0
NECB 2011,Exercise centre,WholeBuilding,9.499911746,0.099996771,NECB-B-Occupancy,0.999990712,0.004274
NECB 2011,Gymnasium,WholeBuilding,10.79989967,0.099996771,NECB-B-Occupancy,0.999990712,0.004274
NECB 2011,Health-care clinic,WholeBuilding,9.399912671,0.050052205,NECB-A-Occupancy,7.499930322,0.002137
NECB 2011,Office,WholeBuilding,9.699909884,0.040041764,NECB-A-Occupancy,7.499930322,0.00171
NECB 2011,Post office,WholeBuilding,9.399912671,0.040041764,NECB-A-Occupancy,7.499930322,0.00171
NECB 2011,Retail,WholeBuilding,15.09985972,0.033368137,NECB-C-Occupancy,2.499976774,0.000633
NECB 2011,Sports arena,WholeBuilding,8.399921959,0.099996771,NECB-B-Occupancy,0.999990712,0.004274
NECB 2011,Transportation,WholeBuilding,8.299922896,0.066628634,NECB-H-Occupancy,0.999990712,0.002058
NECB 2011,Library,WholeBuilding,12.69988202,0.050052205,NECB-C-Occupancy,2.499976774,0.002137
NECB 2011,Museum,WholeBuilding,11.39989409,0.050052205,NECB-C-Occupancy,2.499976774,0.001425
NECB 2011,Hospital,WholeBuilding,12.99987923,0.050052205,NECB-H-Occupancy,7.499930322,0.002137
NECB 2011,Manufacturing facility,WholeBuilding,11.89988945,0.033368137,NECB-A-Occupancy,9.999907096,0.001425
NECB 2011,Workshop,WholeBuilding,12.89988016,0.033368137,NECB-A-Occupancy,9.999907096,0.001425
NECB 2011,Hotel,WholeBuilding,10.79989967,0.040041764,NECB-F-Occupancy,2.499976774,0.009498
NECB 2011,Motel,WholeBuilding,9.499911746,0.040041764,NECB-F-Occupancy,2.499976774,0.009498
NECB 2011,Multi-unit residential,WholeBuilding,6.49993961,0.016684068,NECB-G-Occupancy,4.999953548,0.003958
NECB 2011,Dormitory,WholeBuilding,6.599938685,0.033368137,NECB-G-Occupancy,2.499976774,0.007915
NECB 2011,Penitentiary,WholeBuilding,10.39990338,0.033368137,NECB-H-Occupancy,2.499976774,0.006332
NECB 2011,Dining - bar/lounge,WholeBuilding,10.6999006,0.099996771,NECB-B-Occupancy,0.999990712,0.005462
NECB 2011,Dining - cafeteria,WholeBuilding,9.699909884,0.099996771,NECB-B-Occupancy,0.999990712,0.005462
NECB 2011,Dining - family,WholeBuilding,9.599910809,0.099996771,NECB-B-Occupancy,0.999990712,0.005462
NECB 2011,Warehouse,WholeBuilding,7.099934035,0.000645835,NECB-A-Occupancy,0.999990712,9.50E-05
NECB 2011,Warehouse - refrigerated,WholeBuilding,7.099934035,0.000645835,NECB-A-Occupancy,0.999990712,9.50E-05
NECB 2011,Space Function,Workshop space,17.09984114,0.033368137,NECB-A-Occupancy,9.999907096,0.001425822
NECB 2011,Space Function,Office - enclosed - occsens,10.70991548,0.050052205,NECB-A-Occupancy,7.499940809,0.002138732
NECB 2011,Space Function,Storage area - occsens,6.119951702,0.010010441,NECB-E-Occupancy,0.99999211,0.00142675
NECB 2011,Space Function,Storage area - refrigerated - occsens,6.119951702,0.010010441,NECB-E-Occupancy,0.99999211,0.00142675